codice_scuola|classi|descrizione_indirizzo
"ALPM01601Q"|3|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"ALPS001011"|1|"CLASSICO"
"ALPS001011"|3|"SCIENTIFICO"
"ALPS001011"|1|"SCIENZE UMANE"
"ALPS00401C"|1|"SCIENTIFICO"
"ALPS00401C"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ALPS00401C"|1|"LINGUISTICO"
"ALPS00701X"|1|"SCIENTIFICO"
"ALPS00901G"|3|"SCIENTIFICO"
"ALPS01000P"|6|"SCIENTIFICO"
"ALPS020009"|1|"CLASSICO"
"ALPS020009"|3|"SCIENTIFICO"
"ALPS020009"|2|"LINGUISTICO"
"ALPS020009"|2|"SCIENZE UMANE"
"ALPS050005"|1|"CLASSICO"
"ALPS050005"|2|"SCIENTIFICO"
"ALPS050005"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ALPS050005"|2|"LINGUISTICO"
"ALPS050005"|2|"SCIENZE UMANE"
"ALRC00601L"|2|"SERVIZI COMMERCIALI"
"ALRC008018"|2|"SERVIZI COMMERCIALI"
"ALRC017013"|1|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"ALRC017013"|1|"SERVIZI COMMERCIALI"
"ALRC017013"|1|"TURISMO"
"ALRI00301T"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"ALRI01000X"|1|"SERVIZI SOCIO-SANITARI - ODONTOTECNICO"
"ALRI01000X"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"ALRI01000X"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"ALSD00101B"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"ALSL004019"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"ALTA01401C"|3|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"ALTD00301C"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTD004018"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTD00601X"|5|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTD00701Q"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTD00801G"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTD013013"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTD013013"|2|"TURISMO"
"ALTD013013"|2|"GRAFICA E COMUNICAZIONE"
"ALTD013013"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ALTD01701A"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ALTF00301P"|2|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"ALTF00301P"|2|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ALTF007012"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ALTF007012"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ALTF00801T"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ALTF00801T"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"ALTF00801T"|1|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ALTF00801T"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ALTF01000R"|7|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ALTF01000R"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ALTF014015"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ALTF014015"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"ALTF014015"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"ALTF014015"|1|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ALTF014015"|3|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ALTF01701L"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ALTF01701L"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"ALTF01701L"|2|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ALTF01701L"|1|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"ALTL010001"|3|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ALTL010012"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ALTN00301A"|2|"TURISMO"
"ANEE80301P"|3|"27 ore settimanali"
"ANEE80302Q"|1|"27 ore settimanali"
"ANEE80302Q"|1|"tempo pieno per 40 ore settimanali"
"ANEE80304T"|1|"tempo pieno per 40 ore settimanali"
"ANEE80401E"|2|"27 ore settimanali"
"ANEE80402G"|1|"27 ore settimanali"
"ANEE80403L"|1|"27 ore settimanali"
"ANEE80403L"|1|"tempo pieno per 40 ore settimanali"
"ANEE80501A"|1|"27 ore settimanali"
"ANEE80502B"|1|"27 ore settimanali"
"ANEE80503C"|1|"27 ore settimanali"
"ANEE806016"|1|"27 ore settimanali"
"ANEE806027"|1|"27 ore settimanali"
"ANEE806038"|1|"27 ore settimanali"
"ANEE806038"|1|"tempo pieno per 40 ore settimanali"
"ANEE806049"|1|"27 ore settimanali"
"ANEE807012"|3|"27 ore settimanali"
"ANEE807012"|1|"tempo pieno per 40 ore settimanali"
"ANEE80801T"|1|"tempo pieno per 40 ore settimanali"
"ANEE808052"|1|"tempo pieno per 40 ore settimanali"
"ANEE808063"|2|"da 28 a 30 ore settimanali"
"ANEE80902P"|1|"27 ore settimanali"
"ANEE80904R"|2|"27 ore settimanali"
"ANEE81001T"|2|"27 ore settimanali"
"ANEE81002V"|1|"27 ore settimanali"
"ANEE81003X"|1|"da 28 a 30 ore settimanali"
"ANEE81101N"|2|"da 28 a 30 ore settimanali"
"ANEE81102P"|2|"da 28 a 30 ore settimanali"
"ANEE81103Q"|1|"tempo pieno per 40 ore settimanali"
"ANEE81201D"|2|"27 ore settimanali"
"ANEE813019"|1|"da 28 a 30 ore settimanali"
"ANEE813019"|2|"tempo pieno per 40 ore settimanali"
"ANEE814015"|1|"da 28 a 30 ore settimanali"
"ANEE814026"|1|"da 28 a 30 ore settimanali"
"ANEE814037"|1|"tempo pieno per 40 ore settimanali"
"ANEE815022"|2|"27 ore settimanali"
"ANEE815022"|1|"tempo pieno per 40 ore settimanali"
"ANEE81601R"|1|"da 28 a 30 ore settimanali"
"ANEE81602T"|3|"da 28 a 30 ore settimanali"
"ANEE81701L"|3|"da 28 a 30 ore settimanali"
"ANEE81702N"|1|"da 28 a 30 ore settimanali"
"ANEE81703P"|1|"da 28 a 30 ore settimanali"
"ANEE81704Q"|1|"tempo pieno per 40 ore settimanali"
"ANEE81801C"|1|"tempo pieno per 40 ore settimanali"
"ANEE81802D"|2|"tempo pieno per 40 ore settimanali"
"ANEE81803E"|2|"da 28 a 30 ore settimanali"
"ANEE819018"|3|"27 ore settimanali"
"ANEE819029"|1|"27 ore settimanali"
"ANEE819029"|1|"tempo pieno per 40 ore settimanali"
"ANEE82001C"|2|"da 28 a 30 ore settimanali"
"ANEE82001C"|2|"tempo pieno per 40 ore settimanali"
"ANEE82003E"|2|"da 28 a 30 ore settimanali"
"ANEE82301X"|1|"da 28 a 30 ore settimanali"
"ANEE823021"|1|"da 28 a 30 ore settimanali"
"ANEE823021"|2|"tempo pieno per 40 ore settimanali"
"ANEE82402R"|1|"da 28 a 30 ore settimanali"
"ANEE82403T"|2|"da 28 a 30 ore settimanali"
"ANEE82501G"|1|"da 28 a 30 ore settimanali"
"ANEE82501G"|1|"tempo pieno per 40 ore settimanali"
"ANEE82502L"|1|"tempo pieno per 40 ore settimanali"
"ANEE82504P"|1|"da 28 a 30 ore settimanali"
"ANEE82601B"|2|"tempo pieno per 40 ore settimanali"
"ANEE82602C"|2|"27 ore settimanali"
"ANEE827017"|1|"da 28 a 30 ore settimanali"
"ANEE827017"|1|"tempo pieno per 40 ore settimanali"
"ANEE828013"|1|"27 ore settimanali"
"ANEE828013"|2|"tempo pieno per 40 ore settimanali"
"ANEE828024"|1|"27 ore settimanali"
"ANEE828024"|1|"tempo pieno per 40 ore settimanali"
"ANEE82901V"|1|"da 28 a 30 ore settimanali"
"ANEE82901V"|1|"tempo pieno per 40 ore settimanali"
"ANEE82902X"|2|"da 28 a 30 ore settimanali"
"ANEE829042"|2|"da 28 a 30 ore settimanali"
"ANEE830013"|1|"da 28 a 30 ore settimanali"
"ANEE830013"|1|"tempo pieno per 40 ore settimanali"
"ANEE830024"|1|"27 ore settimanali"
"ANEE830024"|1|"tempo pieno per 40 ore settimanali"
"ANEE830035"|1|"da 28 a 30 ore settimanali"
"ANEE830046"|2|"tempo pieno per 40 ore settimanali"
"ANEE83101V"|1|"tempo pieno per 40 ore settimanali"
"ANEE83102X"|2|"da 28 a 30 ore settimanali"
"ANEE83102X"|1|"tempo pieno per 40 ore settimanali"
"ANEE83201P"|1|"27 ore settimanali"
"ANEE83201P"|2|"tempo pieno per 40 ore settimanali"
"ANEE83202Q"|1|"tempo pieno per 40 ore settimanali"
"ANEE83203R"|1|"27 ore settimanali"
"ANEE83303L"|2|"27 ore settimanali"
"ANEE83303L"|1|"da 28 a 30 ore settimanali"
"ANEE83303L"|1|"tempo pieno per 40 ore settimanali"
"ANEE83401A"|2|"da 28 a 30 ore settimanali"
"ANEE83402B"|1|"da 28 a 30 ore settimanali"
"ANEE83403C"|1|"da 28 a 30 ore settimanali"
"ANEE835016"|1|"da 28 a 30 ore settimanali"
"ANEE835027"|2|"da 28 a 30 ore settimanali"
"ANEE836012"|2|"27 ore settimanali"
"ANEE836023"|2|"da 28 a 30 ore settimanali"
"ANEE836034"|1|"tempo pieno per 40 ore settimanali"
"ANEE83701T"|1|"da 28 a 30 ore settimanali"
"ANEE83702V"|3|"da 28 a 30 ore settimanali"
"ANEE83703X"|1|"da 28 a 30 ore settimanali"
"ANEE83801N"|2|"27 ore settimanali"
"ANEE83802P"|1|"27 ore settimanali"
"ANEE83901D"|1|"da 28 a 30 ore settimanali"
"ANEE83901D"|2|"tempo pieno per 40 ore settimanali"
"ANEE83902E"|1|"da 28 a 30 ore settimanali"
"ANEE84001N"|2|"27 ore settimanali"
"ANEE84002P"|2|"tempo pieno per 40 ore settimanali"
"ANEE84101D"|1|"27 ore settimanali"
"ANEE84101D"|1|"tempo pieno per 40 ore settimanali"
"ANEE84102E"|1|"27 ore settimanali"
"ANEE842019"|1|"da 28 a 30 ore settimanali"
"ANEE842019"|1|"tempo pieno per 40 ore settimanali"
"ANEE84202A"|1|"da 28 a 30 ore settimanali"
"ANEE84203B"|1|"da 28 a 30 ore settimanali"
"ANEE84204C"|1|"da 28 a 30 ore settimanali"
"ANEE843015"|2|"da 28 a 30 ore settimanali"
"ANEE843026"|1|"da 28 a 30 ore settimanali"
"ANEE843026"|1|"tempo pieno per 40 ore settimanali"
"ANEE843037"|1|"da 28 a 30 ore settimanali"
"ANEE843037"|1|"tempo pieno per 40 ore settimanali"
"ANEE844011"|1|"da 28 a 30 ore settimanali"
"ANEE844022"|1|"da 28 a 30 ore settimanali"
"ANEE844033"|1|"tempo pieno per 40 ore settimanali"
"ANEE844044"|2|"da 28 a 30 ore settimanali"
"ANEE844044"|1|"tempo pieno per 40 ore settimanali"
"ANEE84501R"|1|"27 ore settimanali"
"ANEE84501R"|2|"tempo pieno per 40 ore settimanali"
"ANEE84502T"|1|"27 ore settimanali"
"ANEE84502T"|1|"tempo pieno per 40 ore settimanali"
"ANEE84503V"|1|"27 ore settimanali"
"ANEE84602N"|1|"27 ore settimanali"
"ANEE84603P"|1|"27 ore settimanali"
"ANEE84603P"|2|"tempo pieno per 40 ore settimanali"
"ANEE84701C"|1|"27 ore settimanali"
"ANEE84701C"|2|"tempo pieno per 40 ore settimanali"
"ANEE84702D"|1|"27 ore settimanali"
"ANEE84703E"|2|"27 ore settimanali"
"ANEE848018"|2|"27 ore settimanali"
"ANEE848018"|1|"tempo pieno per 40 ore settimanali"
"ANEE848029"|1|"27 ore settimanali"
"ANEE84803A"|1|"27 ore settimanali"
"ANEE84804B"|1|"27 ore settimanali"
"ANEE849014"|2|"27 ore settimanali"
"ANEE849025"|2|"27 ore settimanali"
"ANEE849036"|1|"da 28 a 30 ore settimanali"
"ANEE850018"|3|"27 ore settimanali"
"ANEE850018"|2|"tempo pieno per 40 ore settimanali"
"ANEE851014"|2|"tempo pieno per 40 ore settimanali"
"ANEE851025"|1|"da 28 a 30 ore settimanali"
"ANEE85201X"|1|"da 28 a 30 ore settimanali"
"ANEE85201X"|1|"tempo pieno per 40 ore settimanali"
"ANMM80301N"|2|"30 ore settimanali"
"ANMM80302P"|2|"30 ore settimanali"
"ANMM80303Q"|1|"30 ore settimanali"
"ANMM80401D"|2|"30 ore settimanali"
"ANMM80402E"|2|"30 ore settimanali"
"ANMM805019"|3|"30 ore settimanali"
"ANMM806015"|3|"30 ore settimanali"
"ANMM806026"|1|"30 ore settimanali"
"ANMM807011"|4|"30 ore settimanali"
"ANMM80801R"|2|"30 ore settimanali"
"ANMM80802T"|1|"30 ore settimanali"
"ANMM80803V"|2|"30 ore settimanali"
"ANMM80901L"|1|"30 ore settimanali"
"ANMM80902N"|1|"30 ore settimanali"
"ANMM81001R"|3|"30 ore settimanali"
"ANMM81101L"|3|"30 ore settimanali"
"ANMM81201C"|3|"30 ore settimanali"
"ANMM813018"|3|"30 ore settimanali"
"ANMM813018"|2|"da 31 a 33 ore settimanali"
"ANMM814014"|3|"30 ore settimanali"
"ANMM81501X"|3|"30 ore settimanali"
"ANMM81601Q"|5|"30 ore settimanali"
"ANMM81701G"|5|"30 ore settimanali"
"ANMM81801B"|3|"30 ore settimanali"
"ANMM819017"|4|"30 ore settimanali"
"ANMM82001B"|5|"30 ore settimanali"
"ANMM82301V"|4|"30 ore settimanali"
"ANMM82301V"|4|"da 31 a 33 ore settimanali"
"ANMM82401P"|3|"30 ore settimanali"
"ANMM82501E"|3|"30 ore settimanali"
"ANMM82601A"|4|"30 ore settimanali"
"ANMM827016"|3|"30 ore settimanali"
"ANMM828012"|2|"30 ore settimanali"
"ANMM828012"|1|"tempo prolungato a 36 ore settimanali"
"ANMM82901T"|4|"30 ore settimanali"
"ANMM82902V"|2|"30 ore settimanali"
"ANMM830012"|1|"tempo prolungato a 36 ore settimanali"
"ANMM830023"|1|"30 ore settimanali"
"ANMM830023"|4|"tempo prolungato a 36 ore settimanali"
"ANMM83101T"|3|"30 ore settimanali"
"ANMM83101T"|1|"da 31 a 33 ore settimanali"
"ANMM83101T"|1|"tempo prolungato a 36 ore settimanali"
"ANMM83201N"|6|"30 ore settimanali"
"ANMM83301D"|4|"30 ore settimanali"
"ANMM83301D"|1|"da 31 a 33 ore settimanali"
"ANMM83301D"|1|"tempo prolungato a 36 ore settimanali"
"ANMM834019"|2|"30 ore settimanali"
"ANMM83402A"|1|"30 ore settimanali"
"ANMM83403B"|2|"30 ore settimanali"
"ANMM835015"|2|"30 ore settimanali"
"ANMM835026"|1|"30 ore settimanali"
"ANMM836011"|3|"30 ore settimanali"
"ANMM83701R"|2|"30 ore settimanali"
"ANMM83702T"|2|"30 ore settimanali"
"ANMM83801L"|2|"30 ore settimanali"
"ANMM83802N"|1|"30 ore settimanali"
"ANMM83901C"|3|"30 ore settimanali"
"ANMM84001L"|4|"30 ore settimanali"
"ANMM84101C"|2|"30 ore settimanali"
"ANMM84101C"|1|"tempo prolungato a 36 ore settimanali"
"ANMM842018"|6|"30 ore settimanali"
"ANMM842029"|1|"30 ore settimanali"
"ANMM843014"|3|"30 ore settimanali"
"ANMM84401X"|5|"30 ore settimanali"
"ANMM84501Q"|3|"30 ore settimanali"
"ANMM84501Q"|1|"tempo prolungato a 36 ore settimanali"
"ANMM84601G"|2|"30 ore settimanali"
"ANMM84601G"|1|"da 31 a 33 ore settimanali"
"ANMM84601G"|1|"tempo prolungato a 36 ore settimanali"
"ANMM84701B"|4|"30 ore settimanali"
"ANMM848017"|5|"30 ore settimanali"
"ANMM849013"|3|"30 ore settimanali"
"ANMM850017"|5|"30 ore settimanali"
"ANMM851013"|3|"30 ore settimanali"
"ANMM85201V"|2|"30 ore settimanali"
"ANPC010006"|3|"CLASSICO"
"ANPC010006"|2|"SCIENZE UMANE"
"ANPC010006"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"ANPC010006"|1|"MUSICALE E COREUTICO - SEZIONE MUSICALE"
"ANPC03000B"|1|"CLASSICO"
"ANPC03000B"|2|"LINGUISTICO"
"ANPC03000B"|1|"SCIENZE UMANE"
"ANPC040002"|2|"CLASSICO"
"ANPC040002"|2|"SCIENZE UMANE"
"ANPC040002"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"ANPC060007"|3|"CLASSICO"
"ANPC060007"|2|"SCIENZE UMANE"
"ANPC060007"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"ANPS00201B"|1|"SCIENTIFICO"
"ANPS00201B"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANPS009016"|2|"CLASSICO"
"ANPS009016"|4|"SCIENTIFICO"
"ANPS010009"|3|"SCIENTIFICO"
"ANPS010009"|4|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANPS010009"|2|"LINGUISTICO"
"ANPS012012"|4|"SCIENTIFICO"
"ANPS012012"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANPS03000E"|7|"SCIENTIFICO"
"ANPS03000E"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANPS040005"|3|"SCIENTIFICO"
"ANPS040005"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANPS040005"|3|"LINGUISTICO"
"ANPS05000Q"|3|"SCIENTIFICO"
"ANPS05000Q"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANPS05001R"|1|"SCIENTIFICO"
"ANRA001026"|2|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"ANRC01301A"|3|"SERVIZI SOCIO-SANITARI"
"ANRC01301A"|1|"SERVIZI SOCIO-SANITARI - ODONTOTECNICO"
"ANRC01301A"|1|"SERVIZI COMMERCIALI"
"ANRC01302B"|2|"SERVIZI SOCIO-SANITARI"
"ANRH008014"|8|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"ANRH01901E"|10|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"ANRH01951X"|1|"V.O. PROF. PER I SERVIZI ALBERGHIERI E LA RISTORAZIONE"
"ANRI00101R"|3|"MANUTENZIONE E ASSISTENZA TECNICA"
"ANRI00101R"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"ANRI01101B"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"ANRI01101B"|2|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"ANRI013013"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"ANRI01601E"|1|"SERVIZI SOCIO-SANITARI"
"ANRI01601E"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"ANRI01602G"|4|"MANUTENZIONE E ASSISTENZA TECNICA"
"ANRI01602G"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"ANRI018016"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"ANRI018016"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"ANSD01000Q"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"ANSD01001R"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"ANSD01002T"|1|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"ANTA01701E"|2|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"ANTD002017"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD00401V"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD00401V"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ANTD008016"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD008016"|1|"TURISMO"
"ANTD009012"|4|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD009012"|2|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ANTD01201T"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD01201T"|1|"TURISMO"
"ANTD01201T"|3|"LINGUISTICO"
"ANTD017011"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD017011"|2|"TURISMO"
"ANTD017011"|2|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ANTD01901L"|2|"TURISMO"
"ANTD02000Q"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD02000Q"|2|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ANTD05000G"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"ANTD05000G"|1|"TURISMO"
"ANTD05000G"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"ANTE00401A"|5|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ANTE00401A"|2|"SISTEMA MODA - BIENNIO COMUNE"
"ANTE01000L"|4|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ANTE01000L"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"ANTF011018"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"ANTF011018"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"ANTF011018"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANTF01301X"|1|"GRAFICA E COMUNICAZIONE"
"ANTF013021"|1|"GRAFICA E COMUNICAZIONE"
"ANTF01401Q"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ANTF01401Q"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"ANTF01401Q"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"ANTF01401Q"|1|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ANTF01401Q"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"ANTF01601B"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ANTF018013"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ANTF018013"|1|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"ANTF018013"|1|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"ANTF03000L"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"ANTF03000L"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"ANTF03000L"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"APEE00101P"|1|"27 ore settimanali"
"APEE00101P"|1|"tempo pieno per 40 ore settimanali"
"APEE00106X"|1|"27 ore settimanali"
"APEE001071"|1|"27 ore settimanali"
"APEE001082"|1|"27 ore settimanali"
"APEE00412P"|1|"da 28 a 30 ore settimanali"
"APEE00414R"|1|"tempo pieno per 40 ore settimanali"
"APEE01005N"|1|"tempo pieno per 40 ore settimanali"
"APEE01006P"|1|"27 ore settimanali"
"APEE01007Q"|1|"da 28 a 30 ore settimanali"
"APEE01008R"|1|"27 ore settimanali"
"APEE01009T"|1|"tempo pieno per 40 ore settimanali"
"APEE01010X"|1|"27 ore settimanali"
"APEE012015"|1|"27 ore settimanali"
"APEE012015"|1|"tempo pieno per 40 ore settimanali"
"APEE012037"|1|"tempo pieno per 40 ore settimanali"
"APEE012059"|1|"tempo pieno per 40 ore settimanali"
"APEE01211L"|1|"27 ore settimanali"
"APEE01213P"|1|"27 ore settimanali"
"APEE01215R"|1|"27 ore settimanali"
"APEE013011"|2|"27 ore settimanali"
"APEE013011"|1|"tempo pieno per 40 ore settimanali"
"APEE01501L"|1|"27 ore settimanali"
"APEE01503P"|1|"27 ore settimanali"
"APEE01505R"|1|"27 ore settimanali"
"APEE01508X"|1|"27 ore settimanali"
"APEE015125"|1|"27 ore settimanali"
"APEE01601C"|2|"27 ore settimanali"
"APEE01603E"|2|"27 ore settimanali"
"APEE01605L"|2|"27 ore settimanali"
"APEE017029"|3|"27 ore settimanali"
"APEE017029"|1|"tempo pieno per 40 ore settimanali"
"APEE01901X"|3|"da 28 a 30 ore settimanali"
"APEE019065"|1|"da 28 a 30 ore settimanali"
"APEE019076"|1|"da 28 a 30 ore settimanali"
"APEE02201Q"|1|"27 ore settimanali"
"APEE02201Q"|1|"da 28 a 30 ore settimanali"
"APEE02201Q"|1|"tempo pieno per 40 ore settimanali"
"APEE02203T"|2|"da 28 a 30 ore settimanali"
"APEE02301G"|2|"da 28 a 30 ore settimanali"
"APEE02301G"|1|"tempo pieno per 40 ore settimanali"
"APEE02303N"|2|"da 28 a 30 ore settimanali"
"APEE02304P"|1|"da 28 a 30 ore settimanali"
"APEE02402C"|1|"27 ore settimanali"
"APEE02405G"|1|"27 ore settimanali"
"APEE02405G"|2|"tempo pieno per 40 ore settimanali"
"APEE02406L"|1|"27 ore settimanali"
"APEE02701V"|3|"27 ore settimanali"
"APEE02701V"|1|"tempo pieno per 40 ore settimanali"
"APEE027031"|2|"27 ore settimanali"
"APEE02802Q"|2|"da 28 a 30 ore settimanali"
"APEE02803R"|1|"da 28 a 30 ore settimanali"
"APEE028071"|2|"da 28 a 30 ore settimanali"
"APEE028071"|1|"tempo pieno per 40 ore settimanali"
"APEE02901E"|2|"27 ore settimanali"
"APEE02901E"|1|"da 28 a 30 ore settimanali"
"APEE02902G"|1|"da 28 a 30 ore settimanali"
"APEE02902G"|1|"tempo pieno per 40 ore settimanali"
"APEE02903L"|1|"da 28 a 30 ore settimanali"
"APEE02908T"|1|"da 28 a 30 ore settimanali"
"APEE03201A"|2|"27 ore settimanali"
"APEE03202B"|1|"27 ore settimanali"
"APEE03203C"|2|"27 ore settimanali"
"APEE03205E"|1|"27 ore settimanali"
"APEE03501T"|1|"27 ore settimanali"
"APEE03502V"|1|"27 ore settimanali"
"APEE035074"|1|"tempo pieno per 40 ore settimanali"
"APEE03601N"|2|"da 28 a 30 ore settimanali"
"APEE03601N"|2|"tempo pieno per 40 ore settimanali"
"APEE03602P"|1|"da 28 a 30 ore settimanali"
"APEE804015"|2|"27 ore settimanali"
"APEE804037"|1|"27 ore settimanali"
"APEE804048"|1|"27 ore settimanali"
"APEE805011"|1|"tempo pieno per 40 ore settimanali"
"APEE805033"|1|"da 28 a 30 ore settimanali"
