codscu|area_didattica|immatricolati
"ALPS050005"|"PSICOLOGICA"|"3.8"
"ALPS050005"|"GIURIDICA"|"12.8"
"ALPS050005"|"LINGUISTICA"|"2.3"
"ALPS050005"|"MEDICA"|"9.8"
"ALPS050005"|"ARCHITETTURA"|"6.8"
"ALPS050005"|"AGRARIO"|"1.5"
"ALPS050005"|"INSEGNAMENTO"|"1.5"
"ALRC003015"|"ECONOMICO-STATISTICA"|"50"
"ALRC003015"|"LINGUISTICA"|"50"
"ALRC00601L"|"POLITICO-SOCIALE"|"50"
"ALRC00601L"|"GEO-BIOLOGICA"|"25"
"ALRC00601L"|"GIURIDICA"|"25"
"ALRC008018"|"ECONOMICO-STATISTICA"|"33.3"
"ALRC008018"|"SCIENTIFICA"|"16.7"
"ALRC008018"|"POLITICO-SOCIALE"|"16.7"
"ALRC008018"|"EDUCAZIONE FISICA"|"16.7"
"ALRC008018"|"LINGUISTICA"|"16.7"
"ALRC01301Q"|"INGEGNERIA"|"14.3"
"ALRC01301Q"|"ECONOMICO-STATISTICA"|"28.6"
"ALRC01301Q"|"POLITICO-SOCIALE"|"14.3"
"ALRC01301Q"|"INSEGNAMENTO"|"42.9"
"ALRC017013"|"ECONOMICO-STATISTICA"|"28.6"
"ALRC017013"|"POLITICO-SOCIALE"|"14.3"
"ALRC017013"|"CHIMICO-FARMACEUTICA"|"7.1"
"ALRC017013"|"LETTERARIA"|"7.1"
"ALRC017013"|"GIURIDICA"|"28.6"
"ALRC017013"|"LINGUISTICA"|"14.3"
"ALRI01000X"|"SCIENTIFICA"|"20"
"ALRI01000X"|"EDUCAZIONE FISICA"|"20"
"ALRI01000X"|"LETTERARIA"|"20"
"ALRI01000X"|"LINGUISTICA"|"20"
"ALRI01000X"|"MEDICA"|"20"
"ALSD00101B"|"INGEGNERIA"|"20"
"ALSD00101B"|"POLITICO-SOCIALE"|"40"
"ALSD00101B"|"LETTERARIA"|"20"
"ALSD00101B"|"GIURIDICA"|"20"
"ALSL004019"|"LETTERARIA"|"20"
"ALSL004019"|"ARCHITETTURA"|"80"
"ALTA01401C"|"INGEGNERIA"|"12.5"
"ALTA01401C"|"GEO-BIOLOGICA"|"25"
"ALTA01401C"|"AGRARIO"|"62.5"
"ALTD00301C"|"ECONOMICO-STATISTICA"|"72.2"
"ALTD00301C"|"POLITICO-SOCIALE"|"5.6"
"ALTD00301C"|"EDUCAZIONE FISICA"|"5.6"
"ALTD00301C"|"LETTERARIA"|"11.1"
"ALTD00301C"|"GIURIDICA"|"5.6"
"ALTD004018"|"ECONOMICO-STATISTICA"|"33.3"
"ALTD004018"|"GIURIDICA"|"66.7"
"ALTD00601X"|"ECONOMICO-STATISTICA"|"52"
"ALTD00601X"|"SCIENTIFICA"|"8"
"ALTD00601X"|"POLITICO-SOCIALE"|"8"
"ALTD00601X"|"GIURIDICA"|"20"
"ALTD00601X"|"LINGUISTICA"|"4"
"ALTD00601X"|"MEDICA"|"8"
"ALTD00701Q"|"ECONOMICO-STATISTICA"|"44.4"
"ALTD00701Q"|"POLITICO-SOCIALE"|"11.1"
"ALTD00701Q"|"GIURIDICA"|"11.1"
"ALTD00701Q"|"LINGUISTICA"|"22.2"
"ALTD00701Q"|"AGRARIO"|"11.1"
"ALTD013013"|"INGEGNERIA"|"29.2"
"ALTD013013"|"ECONOMICO-STATISTICA"|"29.2"
"ALTD013013"|"GEO-BIOLOGICA"|"8.3"
"ALTD013013"|"LETTERARIA"|"4.2"
"ALTD013013"|"GIURIDICA"|"4.2"
"ALTD013013"|"LINGUISTICA"|"8.3"
"ALTD013013"|"MEDICA"|"4.2"
"ALTD013013"|"ARCHITETTURA"|"12.5"
"ALTD01701A"|"ECONOMICO-STATISTICA"|"50"
"ALTD01701A"|"POLITICO-SOCIALE"|"16.7"
"ALTD01701A"|"EDUCAZIONE FISICA"|"16.7"
"ALTD01701A"|"GIURIDICA"|"16.7"
"ALTF00301P"|"INGEGNERIA"|"27.6"
"ALTF00301P"|"ECONOMICO-STATISTICA"|"13.8"
"ALTF00301P"|"SCIENTIFICA"|"17.2"
"ALTF00301P"|"POLITICO-SOCIALE"|"3.4"
"ALTF00301P"|"GEO-BIOLOGICA"|"6.9"
"ALTF00301P"|"CHIMICO-FARMACEUTICA"|"6.9"
"ALTF00301P"|"EDUCAZIONE FISICA"|"3.4"
"ALTF00301P"|"GIURIDICA"|"6.9"
"ALTF00301P"|"LINGUISTICA"|"3.4"
"ALTF00301P"|"MEDICA"|"10.3"
"ALTF007012"|"INGEGNERIA"|"27.3"
"ALTF007012"|"SCIENTIFICA"|"4.5"
"ALTF007012"|"GEO-BIOLOGICA"|"18.2"
"ALTF007012"|"CHIMICO-FARMACEUTICA"|"4.5"
"ALTF007012"|"EDUCAZIONE FISICA"|"4.5"
"ALTF007012"|"PSICOLOGICA"|"4.5"
"ALTF007012"|"GIURIDICA"|"13.6"
"ALTF007012"|"MEDICA"|"13.6"
"ALTF007012"|"ARCHITETTURA"|"9.1"
"ALTF00801T"|"INGEGNERIA"|"20.9"
"ALTF00801T"|"ECONOMICO-STATISTICA"|"9.3"
"ALTF00801T"|"SCIENTIFICA"|"7"
"ALTF00801T"|"POLITICO-SOCIALE"|"7"
"ALTF00801T"|"GEO-BIOLOGICA"|"16.3"
"ALTF00801T"|"CHIMICO-FARMACEUTICA"|"7"
"ALTF00801T"|"EDUCAZIONE FISICA"|"4.7"
"ALTF00801T"|"GIURIDICA"|"16.3"
"ALTF00801T"|"MEDICA"|"9.3"
"ALTF00801T"|"AGRARIO"|"2.3"
"ALTF01000R"|"INGEGNERIA"|"35.6"
"ALTF01000R"|"SCIENTIFICA"|"10.2"
"ALTF01000R"|"POLITICO-SOCIALE"|"6.8"
"ALTF01000R"|"GEO-BIOLOGICA"|"10.2"
"ALTF01000R"|"CHIMICO-FARMACEUTICA"|"10.2"
"ALTF01000R"|"LETTERARIA"|"1.7"
"ALTF01000R"|"GIURIDICA"|"3.4"
"ALTF01000R"|"LINGUISTICA"|"1.7"
"ALTF01000R"|"MEDICA"|"15.3"
"ALTF01000R"|"ARCHITETTURA"|"5.1"
"ALTF014015"|"INGEGNERIA"|"38.7"
"ALTF014015"|"ECONOMICO-STATISTICA"|"9.3"
"ALTF014015"|"SCIENTIFICA"|"10.7"
"ALTF014015"|"GEO-BIOLOGICA"|"2.7"
"ALTF014015"|"CHIMICO-FARMACEUTICA"|"6.7"
"ALTF014015"|"EDUCAZIONE FISICA"|"2.7"
"ALTF014015"|"LETTERARIA"|"1.3"
"ALTF014015"|"GIURIDICA"|"1.3"
"ALTF014015"|"MEDICA"|"18.7"
"ALTF014015"|"ARCHITETTURA"|"5.3"
"ALTF014015"|"AGRARIO"|"2.7"
"ALTF01701L"|"INGEGNERIA"|"27.3"
"ALTF01701L"|"ECONOMICO-STATISTICA"|"4.5"
"ALTF01701L"|"SCIENTIFICA"|"6.8"
"ALTF01701L"|"POLITICO-SOCIALE"|"6.8"
"ALTF01701L"|"GEO-BIOLOGICA"|"22.7"
"ALTF01701L"|"CHIMICO-FARMACEUTICA"|"4.5"
"ALTF01701L"|"EDUCAZIONE FISICA"|"4.5"
"ALTF01701L"|"PSICOLOGICA"|"2.3"
"ALTF01701L"|"GIURIDICA"|"6.8"
"ALTF01701L"|"LINGUISTICA"|"2.3"
"ALTF01701L"|"MEDICA"|"6.8"
"ALTF01701L"|"AGRARIO"|"4.5"
"ALTL010001"|"INGEGNERIA"|"40.9"
"ALTL010001"|"ECONOMICO-STATISTICA"|"4.5"
"ALTL010001"|"SCIENTIFICA"|"9.1"
"ALTL010001"|"POLITICO-SOCIALE"|"11.4"
"ALTL010001"|"GEO-BIOLOGICA"|"2.3"
"ALTL010001"|"PSICOLOGICA"|"2.3"
"ALTL010001"|"GIURIDICA"|"6.8"
"ALTL010001"|"ARCHITETTURA"|"18.2"
"ALTL010001"|"AGRARIO"|"4.5"
"ALTN00301A"|"ECONOMICO-STATISTICA"|"25"
"ALTN00301A"|"POLITICO-SOCIALE"|"25"
"ALTN00301A"|"LINGUISTICA"|"50"
"ANPC010006"|"INGEGNERIA"|"5.1"
"ANPC010006"|"ECONOMICO-STATISTICA"|"4.3"
"ANPC010006"|"SCIENTIFICA"|".7"
"ANPC010006"|"POLITICO-SOCIALE"|"13"
"ANPC010006"|"GEO-BIOLOGICA"|"5.1"
"ANPC010006"|"CHIMICO-FARMACEUTICA"|"4.3"
"ANPC010006"|"LETTERARIA"|"10.9"
"ANPC010006"|"PSICOLOGICA"|"3.6"
"ANPC010006"|"GIURIDICA"|"25.4"
"ANPC010006"|"LINGUISTICA"|"3.6"
"ANPC010006"|"MEDICA"|"4.3"
"ANPC010006"|"ARCHITETTURA"|"1.4"
"ANPC010006"|"AGRARIO"|"1.4"
"ANPC010006"|"INSEGNAMENTO"|"16.7"
"ANPC03000B"|"INGEGNERIA"|"7.5"
"ANPC03000B"|"ECONOMICO-STATISTICA"|"9.4"
"ANPC03000B"|"POLITICO-SOCIALE"|"18.9"
"ANPC03000B"|"GEO-BIOLOGICA"|"7.5"
"ANPC03000B"|"CHIMICO-FARMACEUTICA"|"3.8"
"ANPC03000B"|"LETTERARIA"|"15.1"
"ANPC03000B"|"PSICOLOGICA"|"15.1"
"ANPC03000B"|"GIURIDICA"|"7.5"
"ANPC03000B"|"LINGUISTICA"|"7.5"
"ANPC03000B"|"MEDICA"|"1.9"
"ANPC03000B"|"INSEGNAMENTO"|"5.7"
"ANPC040002"|"INGEGNERIA"|"2.9"
"ANPC040002"|"ECONOMICO-STATISTICA"|"3.9"
"ANPC040002"|"SCIENTIFICA"|"4.9"
"ANPC040002"|"POLITICO-SOCIALE"|"4.9"
"ANPC040002"|"GEO-BIOLOGICA"|"14.7"
"ANPC040002"|"CHIMICO-FARMACEUTICA"|"1"
"ANPC040002"|"EDUCAZIONE FISICA"|"2"
"ANPC040002"|"LETTERARIA"|"16.7"
"ANPC040002"|"PSICOLOGICA"|"5.9"
"ANPC040002"|"GIURIDICA"|"13.7"
"ANPC040002"|"LINGUISTICA"|"5.9"
"ANPC040002"|"MEDICA"|"4.9"
"ANPC040002"|"ARCHITETTURA"|"6.9"
"ANPC040002"|"AGRARIO"|"1"
"ANPC040002"|"INSEGNAMENTO"|"10.8"
"ANPC060007"|"INGEGNERIA"|"6.5"
"ANPC060007"|"ECONOMICO-STATISTICA"|"6.5"
"ANPC060007"|"POLITICO-SOCIALE"|"4.3"
"ANPC060007"|"GEO-BIOLOGICA"|"6.5"
"ANPC060007"|"CHIMICO-FARMACEUTICA"|"8.6"
"ANPC060007"|"LETTERARIA"|"16.1"
"ANPC060007"|"PSICOLOGICA"|"3.2"
"ANPC060007"|"GIURIDICA"|"15.1"
"ANPC060007"|"LINGUISTICA"|"4.3"
"ANPC060007"|"MEDICA"|"10.8"
"ANPC060007"|"ARCHITETTURA"|"3.2"
"ANPC060007"|"AGRARIO"|"5.4"
"ANPC060007"|"INSEGNAMENTO"|"9.7"
"ANPS00201B"|"INGEGNERIA"|"25.8"
"ANPS00201B"|"ECONOMICO-STATISTICA"|"9.1"
"ANPS00201B"|"SCIENTIFICA"|"1.5"
"ANPS00201B"|"POLITICO-SOCIALE"|"3"
"ANPS00201B"|"GEO-BIOLOGICA"|"6.1"
"ANPS00201B"|"CHIMICO-FARMACEUTICA"|"7.6"
"ANPS00201B"|"EDUCAZIONE FISICA"|"4.5"
"ANPS00201B"|"LETTERARIA"|"4.5"
"ANPS00201B"|"PSICOLOGICA"|"1.5"
"ANPS00201B"|"GIURIDICA"|"6.1"
"ANPS00201B"|"LINGUISTICA"|"1.5"
"ANPS00201B"|"MEDICA"|"16.7"
"ANPS00201B"|"ARCHITETTURA"|"6.1"
"ANPS00201B"|"AGRARIO"|"4.5"
"ANPS00201B"|"INSEGNAMENTO"|"1.5"
"ANPS009016"|"INGEGNERIA"|"12.5"
"ANPS009016"|"ECONOMICO-STATISTICA"|"11.3"
"ANPS009016"|"SCIENTIFICA"|"1.3"
"ANPS009016"|"POLITICO-SOCIALE"|"3.8"
"ANPS009016"|"GEO-BIOLOGICA"|"10"
"ANPS009016"|"CHIMICO-FARMACEUTICA"|"8.8"
"ANPS009016"|"EDUCAZIONE FISICA"|"2.5"
"ANPS009016"|"LETTERARIA"|"8.8"
"ANPS009016"|"PSICOLOGICA"|"1.3"
"ANPS009016"|"GIURIDICA"|"13.8"
"ANPS009016"|"LINGUISTICA"|"5"
"ANPS009016"|"MEDICA"|"11.3"
"ANPS009016"|"ARCHITETTURA"|"2.5"
"ANPS009016"|"AGRARIO"|"2.5"
"ANPS009016"|"INSEGNAMENTO"|"5"
"ANPS010009"|"INGEGNERIA"|"24.4"
"ANPS010009"|"ECONOMICO-STATISTICA"|"15.6"
"ANPS010009"|"SCIENTIFICA"|"4.4"
"ANPS010009"|"POLITICO-SOCIALE"|"5"
"ANPS010009"|"GEO-BIOLOGICA"|"10"
"ANPS010009"|"CHIMICO-FARMACEUTICA"|"6.3"
"ANPS010009"|"EDUCAZIONE FISICA"|"5"
"ANPS010009"|"LETTERARIA"|"2.5"
"ANPS010009"|"PSICOLOGICA"|"2.5"
"ANPS010009"|"GIURIDICA"|"3.8"
"ANPS010009"|"LINGUISTICA"|"6.3"
"ANPS010009"|"MEDICA"|"5.6"
"ANPS010009"|"ARCHITETTURA"|"3.8"
"ANPS010009"|"AGRARIO"|"3.8"
"ANPS010009"|"INSEGNAMENTO"|"1.3"
"ANPS012012"|"INGEGNERIA"|"17.8"
"ANPS012012"|"ECONOMICO-STATISTICA"|"17.8"
"ANPS012012"|"SCIENTIFICA"|"3.3"
"ANPS012012"|"POLITICO-SOCIALE"|"1.1"
"ANPS012012"|"GEO-BIOLOGICA"|"11.1"
"ANPS012012"|"CHIMICO-FARMACEUTICA"|"5.6"
"ANPS012012"|"EDUCAZIONE FISICA"|"1.1"
"ANPS012012"|"LETTERARIA"|"7.8"
"ANPS012012"|"PSICOLOGICA"|"1.1"
"ANPS012012"|"GIURIDICA"|"15.6"
"ANPS012012"|"MEDICA"|"7.8"
"ANPS012012"|"ARCHITETTURA"|"3.3"
"ANPS012012"|"AGRARIO"|"5.6"
"ANPS012012"|"INSEGNAMENTO"|"1.1"
"ANPS03000E"|"INGEGNERIA"|"17.4"
"ANPS03000E"|"ECONOMICO-STATISTICA"|"15.2"
"ANPS03000E"|"SCIENTIFICA"|"4.5"
"ANPS03000E"|"POLITICO-SOCIALE"|"3.8"
"ANPS03000E"|"GEO-BIOLOGICA"|"7.6"
"ANPS03000E"|"CHIMICO-FARMACEUTICA"|"4.5"
"ANPS03000E"|"EDUCAZIONE FISICA"|".8"
"ANPS03000E"|"LETTERARIA"|"4.5"
"ANPS03000E"|"PSICOLOGICA"|"4.5"
"ANPS03000E"|"GIURIDICA"|"8.3"
"ANPS03000E"|"LINGUISTICA"|"2.3"
"ANPS03000E"|"MEDICA"|"9.1"
"ANPS03000E"|"ARCHITETTURA"|"10.6"
"ANPS03000E"|"AGRARIO"|"5.3"
"ANPS03000E"|"INSEGNAMENTO"|"1.5"
"ANPS040005"|"INGEGNERIA"|"11.7"
"ANPS040005"|"ECONOMICO-STATISTICA"|"8.8"
"ANPS040005"|"SCIENTIFICA"|"6.6"
"ANPS040005"|"POLITICO-SOCIALE"|".7"
"ANPS040005"|"GEO-BIOLOGICA"|"2.2"
"ANPS040005"|"CHIMICO-FARMACEUTICA"|"12.4"
"ANPS040005"|"EDUCAZIONE FISICA"|"1.5"
"ANPS040005"|"LETTERARIA"|"3.6"
"ANPS040005"|"PSICOLOGICA"|"1.5"
"ANPS040005"|"GIURIDICA"|"10.9"
"ANPS040005"|"LINGUISTICA"|"8.8"
"ANPS040005"|"MEDICA"|"20.4"
"ANPS040005"|"ARCHITETTURA"|"7.3"
"ANPS040005"|"AGRARIO"|"3.6"
"ANPS05000Q"|"INGEGNERIA"|"14.6"
"ANPS05000Q"|"ECONOMICO-STATISTICA"|"20.7"
"ANPS05000Q"|"SCIENTIFICA"|"7.3"
"ANPS05000Q"|"POLITICO-SOCIALE"|"1.2"
"ANPS05000Q"|"GEO-BIOLOGICA"|"8.5"
"ANPS05000Q"|"CHIMICO-FARMACEUTICA"|"3.7"
"ANPS05000Q"|"EDUCAZIONE FISICA"|"1.2"
"ANPS05000Q"|"LETTERARIA"|"1.2"
"ANPS05000Q"|"PSICOLOGICA"|"6.1"
"ANPS05000Q"|"GIURIDICA"|"3.7"
"ANPS05000Q"|"LINGUISTICA"|"4.9"
"ANPS05000Q"|"MEDICA"|"13.4"
"ANPS05000Q"|"ARCHITETTURA"|"8.5"
"ANPS05000Q"|"AGRARIO"|"4.9"
"ANPS05001R"|"INGEGNERIA"|"25"
"ANPS05001R"|"ECONOMICO-STATISTICA"|"10"
"ANPS05001R"|"SCIENTIFICA"|"5"
"ANPS05001R"|"GEO-BIOLOGICA"|"10"
"ANPS05001R"|"CHIMICO-FARMACEUTICA"|"5"
"ANPS05001R"|"LETTERARIA"|"10"
"ANPS05001R"|"LINGUISTICA"|"5"
"ANPS05001R"|"MEDICA"|"10"
"ANPS05001R"|"ARCHITETTURA"|"5"
"ANPS05001R"|"INSEGNAMENTO"|"15"
"ANRC01301A"|"INGEGNERIA"|"6.3"
"ANRC01301A"|"ECONOMICO-STATISTICA"|"31.3"
"ANRC01301A"|"POLITICO-SOCIALE"|"6.3"
"ANRC01301A"|"LETTERARIA"|"12.5"
"ANRC01301A"|"PSICOLOGICA"|"6.3"
"ANRC01301A"|"GIURIDICA"|"12.5"
"ANRC01301A"|"MEDICA"|"12.5"
"ANRC01301A"|"INSEGNAMENTO"|"12.5"
"ANRC01302B"|"POLITICO-SOCIALE"|"11.1"
"ANRC01302B"|"GEO-BIOLOGICA"|"11.1"
"ANRC01302B"|"EDUCAZIONE FISICA"|"11.1"
"ANRC01302B"|"LETTERARIA"|"11.1"
"ANRC01302B"|"GIURIDICA"|"11.1"
"ANRC01302B"|"ARCHITETTURA"|"11.1"
"ANRC01302B"|"INSEGNAMENTO"|"33.3"
"ANRH008014"|"ECONOMICO-STATISTICA"|"11.1"
"ANRH008014"|"POLITICO-SOCIALE"|"11.1"
"ANRH008014"|"GEO-BIOLOGICA"|"22.2"
"ANRH008014"|"PSICOLOGICA"|"11.1"
"ANRH008014"|"AGRARIO"|"33.3"
"ANRH008014"|"INSEGNAMENTO"|"11.1"
"ANRH01901E"|"ECONOMICO-STATISTICA"|"17.6"
"ANRH01901E"|"POLITICO-SOCIALE"|"5.9"
"ANRH01901E"|"CHIMICO-FARMACEUTICA"|"11.8"
"ANRH01901E"|"EDUCAZIONE FISICA"|"17.6"
"ANRH01901E"|"LETTERARIA"|"17.6"
"ANRH01901E"|"GIURIDICA"|"5.9"
"ANRH01901E"|"LINGUISTICA"|"11.8"
"ANRH01901E"|"MEDICA"|"5.9"
"ANRH01901E"|"INSEGNAMENTO"|"5.9"
"ANRI00101R"|"GEO-BIOLOGICA"|"100"
"ANRI013013"|"ECONOMICO-STATISTICA"|"50"
"ANRI013013"|"POLITICO-SOCIALE"|"50"
"ANRI01601E"|"INGEGNERIA"|"50"
"ANRI01601E"|"ECONOMICO-STATISTICA"|"50"
"ANRI01602G"|"INGEGNERIA"|"7.1"
"ANRI01602G"|"ECONOMICO-STATISTICA"|"7.1"
"ANRI01602G"|"SCIENTIFICA"|"14.3"
"ANRI01602G"|"GEO-BIOLOGICA"|"35.7"
"ANRI01602G"|"CHIMICO-FARMACEUTICA"|"7.1"
"ANRI01602G"|"EDUCAZIONE FISICA"|"7.1"
"ANRI01602G"|"GIURIDICA"|"7.1"
"ANRI01602G"|"MEDICA"|"7.1"
"ANRI01602G"|"ARCHITETTURA"|"7.1"
"ANRI018016"|"GIURIDICA"|"100"
"ANSD01000Q"|"LETTERARIA"|"25"
"ANSD01000Q"|"LINGUISTICA"|"12.5"
"ANSD01000Q"|"ARCHITETTURA"|"50"
"ANSD01000Q"|"AGRARIO"|"12.5"
"ANSD01001R"|"CHIMICO-FARMACEUTICA"|"100"
"ANSD01002T"|"POLITICO-SOCIALE"|"33.3"
"ANSD01002T"|"CHIMICO-FARMACEUTICA"|"33.3"
"ANSD01002T"|"GIURIDICA"|"33.3"
"ANTA01701E"|"ECONOMICO-STATISTICA"|"7.7"
"ANTA01701E"|"GEO-BIOLOGICA"|"15.4"
"ANTA01701E"|"CHIMICO-FARMACEUTICA"|"15.4"
"ANTA01701E"|"LINGUISTICA"|"15.4"
"ANTA01701E"|"AGRARIO"|"46.2"
"ANTD002017"|"ECONOMICO-STATISTICA"|"60"
"ANTD002017"|"GIURIDICA"|"30"
"ANTD002017"|"ARCHITETTURA"|"10"
"ANTD00401V"|"INGEGNERIA"|"11.4"
"ANTD00401V"|"ECONOMICO-STATISTICA"|"25.7"
"ANTD00401V"|"CHIMICO-FARMACEUTICA"|"5.7"
"ANTD00401V"|"EDUCAZIONE FISICA"|"5.7"
"ANTD00401V"|"GIURIDICA"|"14.3"
"ANTD00401V"|"LINGUISTICA"|"5.7"
"ANTD00401V"|"MEDICA"|"5.7"
"ANTD00401V"|"ARCHITETTURA"|"20"
"ANTD00401V"|"AGRARIO"|"5.7"
"ANTD008016"|"ECONOMICO-STATISTICA"|"58.3"
"ANTD008016"|"POLITICO-SOCIALE"|"16.7"
"ANTD008016"|"EDUCAZIONE FISICA"|"8.3"
"ANTD008016"|"GIURIDICA"|"16.7"
"ANTD009012"|"INGEGNERIA"|"13.6"
"ANTD009012"|"ECONOMICO-STATISTICA"|"30.5"
"ANTD009012"|"SCIENTIFICA"|"3.4"
"ANTD009012"|"POLITICO-SOCIALE"|"1.7"
"ANTD009012"|"GEO-BIOLOGICA"|"1.7"
"ANTD009012"|"EDUCAZIONE FISICA"|"10.2"
"ANTD009012"|"LETTERARIA"|"3.4"
"ANTD009012"|"PSICOLOGICA"|"1.7"
"ANTD009012"|"GIURIDICA"|"3.4"
"ANTD009012"|"LINGUISTICA"|"25.4"
"ANTD009012"|"ARCHITETTURA"|"1.7"
"ANTD009012"|"INSEGNAMENTO"|"3.4"
"ANTD01201T"|"ECONOMICO-STATISTICA"|"20.8"
"ANTD01201T"|"POLITICO-SOCIALE"|"12.5"
"ANTD01201T"|"EDUCAZIONE FISICA"|"4.2"
"ANTD01201T"|"LETTERARIA"|"12.5"
"ANTD01201T"|"PSICOLOGICA"|"4.2"
"ANTD01201T"|"GIURIDICA"|"4.2"
"ANTD01201T"|"LINGUISTICA"|"41.7"
"ANTD017011"|"INGEGNERIA"|"17.2"
"ANTD017011"|"ECONOMICO-STATISTICA"|"17.2"
"ANTD017011"|"POLITICO-SOCIALE"|"10.3"
"ANTD017011"|"CHIMICO-FARMACEUTICA"|"6.9"
"ANTD017011"|"EDUCAZIONE FISICA"|"3.4"
"ANTD017011"|"LETTERARIA"|"3.4"
"ANTD017011"|"GIURIDICA"|"10.3"
"ANTD017011"|"LINGUISTICA"|"20.7"
"ANTD017011"|"ARCHITETTURA"|"10.3"
"ANTD02000Q"|"INGEGNERIA"|"12.7"
"ANTD02000Q"|"ECONOMICO-STATISTICA"|"22.2"
"ANTD02000Q"|"SCIENTIFICA"|"6.3"
"ANTD02000Q"|"POLITICO-SOCIALE"|"6.3"
"ANTD02000Q"|"GEO-BIOLOGICA"|"4.8"
"ANTD02000Q"|"LETTERARIA"|"1.6"
"ANTD02000Q"|"GIURIDICA"|"7.9"
"ANTD02000Q"|"LINGUISTICA"|"1.6"
"ANTD02000Q"|"MEDICA"|"3.2"
"ANTD02000Q"|"ARCHITETTURA"|"28.6"
"ANTD02000Q"|"AGRARIO"|"3.2"
"ANTD02000Q"|"INSEGNAMENTO"|"1.6"
"ANTD05000G"|"INGEGNERIA"|"7.8"
"ANTD05000G"|"ECONOMICO-STATISTICA"|"48.4"
"ANTD05000G"|"SCIENTIFICA"|"4.7"
"ANTD05000G"|"POLITICO-SOCIALE"|"3.1"
"ANTD05000G"|"GEO-BIOLOGICA"|"3.1"
"ANTD05000G"|"CHIMICO-FARMACEUTICA"|"1.6"
"ANTD05000G"|"EDUCAZIONE FISICA"|"1.6"
"ANTD05000G"|"PSICOLOGICA"|"1.6"
"ANTD05000G"|"GIURIDICA"|"7.8"
"ANTD05000G"|"LINGUISTICA"|"1.6"
"ANTD05000G"|"MEDICA"|"1.6"
"ANTD05000G"|"ARCHITETTURA"|"14.1"
"ANTD05000G"|"INSEGNAMENTO"|"3.1"
"ANTE00401A"|"INGEGNERIA"|"1.5"
"ANTE00401A"|"ECONOMICO-STATISTICA"|"6.2"
"ANTE00401A"|"SCIENTIFICA"|"1.5"
"ANTE00401A"|"POLITICO-SOCIALE"|"4.6"
"ANTE00401A"|"GEO-BIOLOGICA"|"16.9"
"ANTE00401A"|"CHIMICO-FARMACEUTICA"|"15.4"
"ANTE00401A"|"LETTERARIA"|"7.7"
"ANTE00401A"|"PSICOLOGICA"|"1.5"
"ANTE00401A"|"GIURIDICA"|"4.6"
"ANTE00401A"|"LINGUISTICA"|"7.7"
"ANTE00401A"|"MEDICA"|"16.9"
"ANTE00401A"|"AGRARIO"|"10.8"
"ANTE00401A"|"INSEGNAMENTO"|"4.6"
"ANTE01000L"|"ECONOMICO-STATISTICA"|"1.1"
"ANTE01000L"|"SCIENTIFICA"|"1.1"
"ANTE01000L"|"POLITICO-SOCIALE"|"6.5"
"ANTE01000L"|"GEO-BIOLOGICA"|"15.1"
"ANTE01000L"|"CHIMICO-FARMACEUTICA"|"11.8"
"ANTE01000L"|"EDUCAZIONE FISICA"|"7.5"
"ANTE01000L"|"LETTERARIA"|"3.2"
"ANTE01000L"|"PSICOLOGICA"|"3.2"
"ANTE01000L"|"GIURIDICA"|"3.2"
"ANTE01000L"|"LINGUISTICA"|"5.4"
"ANTE01000L"|"MEDICA"|"21.5"
"ANTE01000L"|"AGRARIO"|"8.6"
"ANTE01000L"|"INSEGNAMENTO"|"11.8"
"ANTF011018"|"INGEGNERIA"|"31"
"ANTF011018"|"ECONOMICO-STATISTICA"|"7.1"
"ANTF011018"|"POLITICO-SOCIALE"|"4.8"
"ANTF011018"|"GEO-BIOLOGICA"|"4.8"
"ANTF011018"|"EDUCAZIONE FISICA"|"9.5"
"ANTF011018"|"LETTERARIA"|"7.1"
"ANTF011018"|"PSICOLOGICA"|"2.4"
"ANTF011018"|"GIURIDICA"|"7.1"
"ANTF011018"|"LINGUISTICA"|"4.8"
"ANTF011018"|"MEDICA"|"9.5"
"ANTF011018"|"ARCHITETTURA"|"4.8"
"ANTF011018"|"AGRARIO"|"4.8"
"ANTF011018"|"INSEGNAMENTO"|"2.4"
"ANTF01401Q"|"INGEGNERIA"|"39.2"
"ANTF01401Q"|"ECONOMICO-STATISTICA"|"12.4"
"ANTF01401Q"|"SCIENTIFICA"|"3.1"
"ANTF01401Q"|"GEO-BIOLOGICA"|"9.3"
"ANTF01401Q"|"CHIMICO-FARMACEUTICA"|"7.2"
"ANTF01401Q"|"EDUCAZIONE FISICA"|"2.1"
"ANTF01401Q"|"LETTERARIA"|"2.1"
"ANTF01401Q"|"GIURIDICA"|"6.2"
"ANTF01401Q"|"LINGUISTICA"|"3.1"
"ANTF01401Q"|"MEDICA"|"6.2"
"ANTF01401Q"|"ARCHITETTURA"|"6.2"
"ANTF01401Q"|"AGRARIO"|"3.1"
"ANTF018013"|"INGEGNERIA"|"30.8"
"ANTF018013"|"ECONOMICO-STATISTICA"|"12.8"
"ANTF018013"|"SCIENTIFICA"|"17.9"
"ANTF018013"|"POLITICO-SOCIALE"|"12.8"
"ANTF018013"|"GEO-BIOLOGICA"|"2.6"
"ANTF018013"|"CHIMICO-FARMACEUTICA"|"17.9"
"ANTF018013"|"LINGUISTICA"|"5.1"
"ANTF03000L"|"INGEGNERIA"|"58.6"
